Unnamed: 0,comuna,titulo,precio_uf,m2_totales,m2_construidos,banos,dormitorios,antiguedad_anos,estacionamientos,jardin,piscina,quincho,condominio_cerrado,educacion,comercios,salud,url,tipo_vivienda,uf_por_m2,latitud,longitud,distancia_centro_km
1209,Macul,Casa En Venta- Gran Oportunidad !,7980.0,328.0,153.0,2,4,68,0,True,True,True,True,False,False,False,https://portalinmobiliario.com/MLC-1716051991-casa-en-venta-gran-oportunidad--_JM,casa,52.15686274509804,-33.4913517,-70.5938583,7.600031288095984
1211,Macul,Se Vende Casa Macul 2 Pisos Independientes (99679),8400.0,330.0,174.0,3,4,69,3,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3193096774-se-vende-casa-macul-2-pisos-independientes-99679-_JM,casa,48.27586206896552,-33.5040522,-70.6260067,7.392431592293411
1212,Maipu,Casa Acogedora En Maipú: 4d/3b,3343.0,160.0,56.0,3,4,29,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1696363003-casa-acogedora-en-maipu-4d3b-_JM,casa,59.69642857142857,-33.4897304,-70.736848,9.897091493708302
1213,Maipu,Amplia Y Acogedora! Tu Hogar Ideal Te Espera!,4315.0,200.0,76.0,2,3,31,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1703788999-amplia-y-acogedora-tu-hogar-ideal-te-espera-_JM,casa,56.776315789473685,-33.4698383,-70.7400137,9.13307746678422
1215,Maipu,Casa En Venta De 4 Dorm. En Maipú,4200.0,114.0,111.0,4,4,10,1,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3225284086-casa-en-venta-de-4-dorm-en-maipu-_JM,casa,37.83783783783784,-33.5448308,-70.7864964,17.315510807712702
1216,Maipu,Casa En Venta De 3 Dorm. En Maipú,2956.0,144.0,52.0,1,3,41,1,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1672765951-casa-en-venta-de-3-dorm-en-maipu-_JM,casa,56.84615384615385,-33.5247389,-70.7916226,16.2878019537218
1217,Maipu,"Venta Linda Casa En Condominio Cerrado, 3d/3b, Maipú",4800.0,153.0,105.0,3,3,12,2,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-3002687958-venta-linda-casa-en-condominio-cerrado-3d3b-maipu-_JM,casa,45.71428571428572,-33.5600697,-70.7841828,18.347810075818337
1218,Maipu,Práctica Casa Recién Renovada A Pasos Metro Las Parcelas,2750.0,81.0,51.0,1,3,30,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1712498333-practica-casa-recien-renovada-a-pasos-metro-las-parcelas-_JM,casa,53.92156862745098,-33.4730299,-70.7392085,9.1982946518257
1219,Maipu,Esquina Blanca/ Casa De 3 Dormitorios,2900.0,198.0,104.0,2,3,69,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-2914904694-esquina-blanca-casa-de-3-dormitorios-_JM,casa,27.884615384615383,-33.5109644,-70.7355788,11.2958652119572
1220,Maipu,Av. Los Mares / Longitudinal / Microbarrio,3300.0,120.0,90.0,1,3,30,1,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3116995200-av-los-mares-longitudinal-microbarrio-_JM,casa,36.66666666666666,-33.4726271,-70.7392162,9.181286184498616
1221,Maipu,Casa En Condominio Cerrado,5025.0,120.0,90.0,3,3,0,1,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1710671435-casa-en-condominio-cerrado-_JM,casa,55.833333333333336,-33.4823519,-70.7612367,11.485751891640142
1222,Maipu,Casa En Maipu / Condiciones Especiales Financiamiento,2648.0,104.0,102.0,1,3,0,0,True,True,False,False,True,True,True,https://portalinmobiliario.com/MLC-3156471776-casa-en-maipu-condiciones-especiales-financiamiento-_JM,casa,25.96078431372549,-33.50939,-70.7849952,14.838233493836718
1223,Maipu,Casa De 3 Niveles Al Interior De Condominio,6750.0,204.0,124.0,3,4,12,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-2911292370-casa-de-3-niveles-al-interior-de-condominio-_JM,casa,54.435483870967744,-33.4826699,-70.7681315,12.08624662354602
1226,Maipu,"Casa Maipu, Imperdible X Ubicación Y Mejoras",2799.0,80.0,64.0,2,3,30,2,True,True,True,False,True,True,True,https://portalinmobiliario.com/MLC-3042266740-casa-maipu-imperdible-x-ubicacion-y-mejoras-_JM,casa,43.734375,-33.4746315,-70.7421138,9.516457844372033
1227,Maipu,"Se Vende Cercana A Plaza De Maipú, Metro.",7800.0,571.0,174.0,3,5,59,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3014694814-se-vende-cercana-a-plaza-de-maipu-metro-_JM,casa,44.82758620689656,-23.6519042,-70.3961543,1088.685953030823
1230,Maipu,Casa Para Llegar Y Habitar!!,3600.0,137.0,60.0,1,3,0,1,False,False,False,False,True,True,True,https://portalinmobiliario.com/MLC-1698157395-casa-para-llegar-y-habitar-_JM,casa,60.0,-33.4934467,-70.7507814,11.20705270396092
1231,Maipu,"Preciosa Casa Remodelada A Pasos De M, Servicios Y Comercios",3810.0,145.0,93.3,1,3,0,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3114558556-preciosa-casa-remodelada-a-pasos-de-m-servicios-y-comercios-_JM,casa,40.836012861736336,-33.4756104,-70.7389885,9.29728894427168
1232,Maipu,"Casa Maipú Excelente Estado, Arauco Maipú- Alto Jahuel",4700.0,162.0,69.0,2,3,0,1,True,True,False,True,True,True,True,https://portalinmobiliario.com/MLC-3190743528-casa-maipu-excelente-estado-arauco-maipu-alto-jahuel-_JM,casa,68.1159420289855,-33.4860652,-70.7587594,11.45392535238606
1233,Maipu,"Se Vende Casa 4d+4b+2est.  Barrio Las Encinas, Maipu.",5200.0,110.0,177.0,4,4,0,2,False,False,True,True,True,True,True,https://portalinmobiliario.com/MLC-1720381151-se-vende-casa-4d4b2est-barrio-las-encinas-maipu-_JM,casa,29.37853107344633,-33.5297858,-70.7912792,16.592215979654082
1234,Maipu,Casa En Microbarrio - Excelente Sector Residencial,3670.0,159.0,107.0,3,4,13,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1709052479-casa-en-microbarrio-excelente-sector-residencial-_JM,casa,34.299065420560744,-33.4996883,-70.7834424,14.181722636452411
1235,Maipu,"4pte. Casa En Venta, 3 Dorm. 2 Baños, Villa El Abrazo, Maipú",2294.0,133.0,60.0,2,3,41,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3040516322-4pte-casa-en-venta-3-dorm-2-banos-villa-el-abrazo-maipu-_JM,casa,38.23333333333333,-33.500024,-70.8169773,17.009773273060606
1236,Maipu,"Vendo Casa En Nueva San Martín, Maipú  Gran Oportunidad",3300.0,150.0,120.0,1,3,20,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1625271825-vendo-casa-en-nueva-san-martin-maipu-gran-oportunidad-_JM,casa,27.5,-33.525425,-70.7582833,13.92971714712868
1238,Maipu,"Sólida, Espaciosa, Avenida Principal Cerca Centro Civico",19835.0,646.0,170.0,4,6,0,2,True,True,False,True,True,True,True,https://portalinmobiliario.com/MLC-3169873980-solida-espaciosa-avenida-principal-cerca-centro-civico-_JM,casa,116.67647058823528,-33.5097989,-70.7569894,12.716393412701548
1243,Maipu,Oportunidad! Comoda Amplia E Iluminada Casa Maipu.,3325.0,253.0,91.0,1,3,47,2,True,False,False,False,True,True,True,https://portalinmobiliario.com/MLC-1672436701-oportunidad-comoda-amplia-e-iluminada-casa-maipu-_JM,casa,36.53846153846154,-33.5195437,-70.7680651,14.192422735532302
1246,Maipu,Casa Nueva San Martín Id: 151785,3588.0,201.0,73.0,1,2,40,3,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1602174987-casa-nueva-san-martin-id-151785-_JM,casa,49.15068493150685,-33.5247389,-70.7916226,16.2878019537218
1247,Maipu,Oportunidad Gran Casa Con Local Comercial Pizzeria,5900.0,148.0,114.0,4,4,17,1,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-3230541692-oportunidad-gran-casa-con-local-comercial-pizzeria-_JM,casa,51.75438596491228,-33.5245312,-70.7781879,15.273027679159622
1248,Maipu,Oportunidad! Comoda Amplia E Iluminada Casa Maipu.,3293.0,253.0,253.0,1,3,47,2,True,False,False,False,True,True,True,https://portalinmobiliario.com/MLC-3198420016-oportunidad-comoda-amplia-e-iluminada-casa-maipu-_JM,casa,13.015810276679842,-33.5193397,-70.7648292,13.944272896780674
1251,Maipu,Casa Arturo Moya Grau Id: 154331,5000.0,137.0,134.0,3,5,25,4,False,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-2928519708-casa-arturo-moya-grau-id-154331-_JM,casa,37.3134328358209,-33.5235633,-70.7886367,15.986372233314052
1253,Maipu,Hermosa Casa En Venta,3590.0,130.0,96.0,2,3,15,2,True,False,True,True,True,True,False,https://portalinmobiliario.com/MLC-1711002191-hermosa-casa-en-venta-_JM,casa,37.395833333333336,-33.5459327,-70.7867761,17.417140550244408
1255,Maipu,Tu Nuevo Hogar En Maipú: Espacio Y Comodidad,5000.0,171.0,117.0,4,4,16,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1703134733-tu-nuevo-hogar-en-maipu-espacio-y-comodidad-_JM,casa,42.73504273504273,-33.5297858,-70.7912792,16.592215979654082
1257,Maipu,Casa En Venta De 3 Dorm. En Maipú,3100.0,109.0,79.0,3,3,14,1,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-1613348777-casa-en-venta-de-3-dorm-en-maipu-_JM,casa,39.24050632911393,-33.5482545,-70.793459,18.049939185916923
1258,Maipu,"Casa Maipú, Camino El Bosque 4dorm 3baños (120197)",5300.0,106.0,125.0,3,4,5,1,True,True,True,True,False,False,False,https://portalinmobiliario.com/MLC-1706131111-casa-maipu-camino-el-bosque-4dorm-3banos-120197-_JM,casa,42.4,-33.5395226,-70.791573,17.284329005950266
1259,Maipu,Hermosa Casa 4d 2b 2 Estacionamientos Los Héroes,3450.0,128.0,107.0,2,4,20,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3209934350-hermosa-casa-4d-2b-2-estacionamientos-los-heroes-_JM,casa,32.242990654205606,-33.5377232,-70.7851772,16.701857403806237
1260,Maipu,"Hermosa Y Amplia  Casa En Venta De 3 Dorm,  Maipu",4000.0,180.0,74.0,2,3,45,1,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1720848909-hermosa-y-amplia-casa-en-venta-de-3-dorm-maipu-_JM,casa,54.054054054054056,-33.526954,-70.7623894,14.325046727024173
1261,Maipu,Se Vende Casa En Condominio Cerrado De 3 Dorm. En Maipú,3100.0,109.0,79.0,3,3,14,1,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-1613361587-se-vende-casa-en-condominio-cerrado-de-3-dorm-en-maipu-_JM,casa,39.24050632911393,-33.5482545,-70.793459,18.049939185916923
1262,Maipu,Maipú  Camino A Melipilla / Villa Los Héroes,2500.0,110.0,49.0,1,3,35,1,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1622472391-maipu-camino-a-melipilla-villa-los-heroes-_JM,casa,51.02040816326531,-33.5338733,-70.774467,15.671961621713642
1263,Maipu,Casa Con Gran Local Comercial Maipu,3173.0,156.0,68.0,3,3,21,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1716688435-casa-con-gran-local-comercial-maipu-_JM,casa,46.66176470588236,-33.5247389,-70.7916226,16.2878019537218
1265,Maipu,Hermosa Casa Maipu 6d-3b Barrio Tranquilo,4400.0,140.0,140.0,3,6,14,1,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-3215487458-hermosa-casa-maipu-6d-3b-barrio-tranquilo-_JM,casa,31.428571428571427,-33.5482545,-70.793459,18.049939185916923
1266,Maipu,"Casa 3d 2b Estacionamiento,patio, Av Sur 3 Poniente Maipú",2200.0,95.0,95.0,2,3,29,3,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1726131991-casa-3d-2b-estacionamientopatio-av-sur-3-poniente-maipu-_JM,casa,23.157894736842103,-33.5207884,-70.7832299,15.399131753781978
1267,Maipu,Casa Silvia Pinto Id: 42734,2500.0,80.0,120.0,1,2,39,1,True,True,True,False,True,True,True,https://portalinmobiliario.com/MLC-1680335205-casa-silvia-pinto-id-42734-_JM,casa,20.83333333333333,-33.5289002,-70.7653303,14.672337179502527
1270,Maipu,"Casa En Venta De 2 Pisos, 3d-3b, Bosques Del Sur",3605.0,124.0,79.0,3,3,10,1,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-2888584300-casa-en-venta-de-2-pisos-3d-3b-bosques-del-sur-_JM,casa,45.63291139240506,-33.5482545,-70.793459,18.049939185916923
1271,Maipu,Villa Los Heroes Maipu,2075.0,88.0,56.0,1,3,0,1,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-3201077526-villa-los-heroes-maipu-_JM,casa,37.05357142857143,-33.5319506,-70.7760263,15.6401069627432
1272,Maipu,"Ciudad Satelite, Maipu",3160.0,122.0,75.0,3,3,20,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3201103324-ciudad-satelite-maipu-_JM,casa,42.13333333333333,-33.553922,-70.796231,18.663326444221788
1274,Maipu,Ciudad Satelite,4300.0,140.0,124.0,3,4,34,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1714995465-ciudad-satelite-_JM,casa,34.67741935483871,-33.553922,-70.796231,18.663326444221788
1275,Maipu,Villa Los Heroes Maipu,3165.0,146.0,125.0,2,4,0,1,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3201549418-villa-los-heroes-maipu-_JM,casa,25.32,-33.5319506,-70.7760263,15.6401069627432
1278,Maipu,Casa En Venta De 3 Dorm. En Maipú,3290.0,173.0,60.0,1,3,33,3,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-2899972096-casa-en-venta-de-3-dorm-en-maipu-_JM,casa,54.833333333333336,-33.5340851,-70.7911814,16.876172579967676
1279,Maipu,"Casa 1 Piso Sólida, 3 Dormitorios Y 2 Baños, Ciudad Satelite",4300.0,187.0,113.0,2,3,32,1,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3201103326-casa-1-piso-solida-3-dormitorios-y-2-banos-ciudad-satelite-_JM,casa,38.05309734513274,-33.553922,-70.796231,18.663326444221788
1283,Maipu,Villa La Hacienda,2275.0,105.0,80.0,1,2,0,1,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3201166952-villa-la-hacienda-_JM,casa,28.4375,-33.5145721,-70.7804792,14.795577932574302
1284,Maipu,"Casa 3 Dormitorios 2 Baños, Maipu, Av Sur  Y 4 Poniente",2655.0,171.0,82.0,2,3,32,2,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-1715106013-casa-3-dormitorios-2-banos-maipu-av-sur-y-4-poniente-_JM,casa,32.3780487804878,-33.5216622,-70.7786545,15.114041247793503
1285,Maipu,Se Vende Casa Con Buen Terreno En Maipú,4180.0,185.0,87.0,2,3,0,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1711515119-se-vende-casa-con-buen-terreno-en-maipu-_JM,casa,48.04597701149425,-33.5315537,-70.7829316,16.103046685616842
1286,Maipu,Hermosa Casa En Maipu,3540.0,128.0,107.0,2,4,0,0,False,True,False,False,True,True,True,https://portalinmobiliario.com/MLC-1719370099-hermosa-casa-en-maipu-_JM,casa,33.08411214953271,-33.5387862,-70.7841844,16.709190970188946
1287,Maipu,Venta Casa Maipu Villa Lo Arrieta 2 Dormitorios 1 Baño,1530.0,149.0,55.0,1,2,10,1,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3212625162-venta-casa-maipu-villa-lo-arrieta-2-dormitorios-1-bano-_JM,casa,27.818181818181817,-33.5486107,-70.7956149,18.225766156802283
1288,Maipu,Parque 3 Poniente,2505.0,132.0,74.0,2,2,34,1,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3201116264-parque-3-poniente-_JM,casa,33.851351351351354,-33.5171695,-70.7941905,16.018275584739108
1290,Maipu,"Capellán Florencio Infante 2755, Casa 12",4560.0,140.0,114.0,3,3,11,1,True,True,False,True,True,True,False,https://portalinmobiliario.com/MLC-1683577103-capellan-florencio-infante-2755-casa-12-_JM,casa,40.0,-33.5448308,-70.7864964,17.315510807712702
1291,Maipu,"Casa 166m2, Terreno 155m2, 5d/2b, Pajaritos, Maipú",4900.0,155.0,166.0,2,5,37,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1613118105-casa-166m2-terreno-155m2-5d2b-pajaritos-maipu-_JM,casa,29.518072289156628,-33.5251954,-70.7671024,14.523210236898766
1293,Maipu,Casa En Venta De 3 Dorm. En Maipú,3068.0,118.61,113.61,3,3,20,0,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1705550261-casa-en-venta-de-3-dorm-en-maipu-_JM,casa,27.00466508229909,-33.5224512,-70.7876194,15.837935968932994
1296,Pedro aguirre cerda,Casa Venta 3 Dorm 1 Ban P.a.c.,3250.0,230.4,92.28,1,3,50,4,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1708419625-casa-venta-3-dorm-1-ban-pac-_JM,casa,35.218899003034245,-33.4910381,-70.6706374,6.023915812711074
1297,Pedro aguirre cerda,Espaciosa Casa En Pedro Aguirre Cerda,5623.0,294.0,130.0,3,4,63,0,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1665845561-espaciosa-casa-en-pedro-aguirre-cerda-_JM,casa,43.25384615384616,-33.4850619,-70.6801468,5.802299234542833
1298,Pedro aguirre cerda,Excelente Casa En Venta,3000.0,128.0,120.0,1,3,0,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3194940698-excelente-casa-en-venta-_JM,casa,25.0,-33.5013934,-70.684318,7.58440305575944
1299,Pedro aguirre cerda,Casa José Miguel Carrera Id: 110016,4534.0,100.0,82.0,1,3,56,3,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-2938030104-casa-jose-miguel-carrera-id-110016-_JM,casa,55.29268292682927,-33.4878776,-70.6612019,5.436968355356771
1301,Pedro aguirre cerda,Pasaje Benito Juarez Por Solo Uf 3.300,3300.0,160.0,41.0,2,3,60,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1663727161-pasaje-benito-juarez-por-solo-uf-3300-_JM,casa,80.48780487804878,-33.4899097,-70.6835602,6.427414872243134
1302,Pedro aguirre cerda,Casa En Venta En Pedro Aguirre Cerda Con Jardín,3400.0,183.0,68.0,1,3,45,1,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3174019996-casa-en-venta-en-pedro-aguirre-cerda-con-jardin-_JM,casa,50.0,-33.4861057,-70.6608131,5.236860023818146
1304,Pedro aguirre cerda,Oportunidad ! Casa Aislada Remodelada,5490.0,300.0,110.0,1,3,56,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1713146625-oportunidad-casa-aislada-remodelada-_JM,casa,49.90909090909091,-33.4949292,-70.6636353,6.251765254451184
1305,Pedro aguirre cerda,Casa En Venta En Pedro Aguirre Cerda Con Jardín,3100.0,154.0,76.0,1,3,61,3,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1716696117-casa-en-venta-en-pedro-aguirre-cerda-con-jardin-_JM,casa,40.78947368421053,-33.4790981,-70.6768464,5.076413422305635
1306,Pedro aguirre cerda,Excelente Casa Ubicada En El Corazón De Pedro Aguirre Cerda,6190.0,140.0,160.0,2,4,25,1,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1726197341-excelente-casa-ubicada-en-el-corazon-de-pedro-aguirre-cerda-_JM,casa,38.6875,-33.4862464,-70.6636749,5.317551752273442
1307,Pedro aguirre cerda,Excelente Propiedad Historiador Vassari Pedro Aguirre Cerda,6000.0,360.0,140.0,3,6,40,3,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3173965086-excelente-propiedad-historiador-vassari-pedro-aguirre-cerda-_JM,casa,42.85714285714285,-33.5022376,-70.6755624,7.350338465811146
1308,Pedro aguirre cerda,Vende Casa En Pedro Aguirre Cerda,3579.0,210.0,1.0,2,4,30,2,True,False,False,False,True,True,True,https://portalinmobiliario.com/MLC-1703855423-vende-casa-en-pedro-aguirre-cerda-_JM,casa,3579.0,-33.4805542,-70.6668241,4.808296275683196
1309,Pedro aguirre cerda,"Casa 3d 2b Con Local Comercial, En Barrio Residencial En Pac",2950.0,184.0,139.0,2,3,54,0,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-2890244476-casa-3d-2b-con-local-comercial-en-barrio-residencial-en-pac-_JM,casa,21.22302158273381,-33.4888235,-70.668794,5.734252307088129
1311,Pedro aguirre cerda,José Miguel Carrera,4534.0,100.0,82.0,1,3,0,3,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3167645644-jose-miguel-carrera-_JM,casa,55.29268292682927,-33.4878776,-70.6612019,5.436968355356771
1312,Pedro aguirre cerda,Excelente Plusvalia Casa En Venta,3796.0,320.0,68.0,1,3,25,3,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3214910646-excelente-plusvalia-casa-en-venta-_JM,casa,55.8235294117647,-33.4929054,-70.6672567,6.121360682575474
1313,Pedro aguirre cerda,Casa 1 Piso 5 Dorm. Plano Regulador Pedro Aguirre Cerda,1790.0,140.0,89.0,1,5,65,0,True,True,True,False,True,True,True,https://portalinmobiliario.com/MLC-2986650886-casa-1-piso-5-dorm-plano-regulador-pedro-aguirre-cerda-_JM,casa,20.1123595505618,-29.9140239,-71.2189451,395.7926810941423
1315,Peñalolen,Casa En Condominio Consolidado,8000.0,285.0,180.0,0,0,7,2,True,True,True,True,True,False,False,https://portalinmobiliario.com/MLC-1698199415-casa-en-condominio-consolidado-_JM,casa,44.44444444444444,-33.4766924,-70.5444742,10.443057620562138
1316,Peñalolen,"Vendo Casa, Conjunto Casas De La Arboleda, Peñalolén",6900.0,215.0,111.0,3,3,23,2,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-2990610976-vendo-casa-conjunto-casas-de-la-arboleda-penalolen-_JM,casa,62.16216216216216,-33.5004795,-70.5072629,14.690910867141902
1317,Peñalolen,Terreno/piscina Sin Casa,8990.0,1400.0,150.0,2,4,16,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-2936102056-terrenopiscina-sin-casa-_JM,casa,59.93333333333333,-33.4904124,-70.5287224,12.409826510355366
1318,Peñalolen,"Linda Casa Luminosa, Excelente Distribución, Lado Colegios",6900.0,222.0,120.0,3,4,24,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-2904914594-linda-casa-luminosa-excelente-distribucion-lado-colegios-_JM,casa,57.5,-33.4835686,-70.5549446,9.904124920334691
1319,Peñalolen,Comoda Casa En Venta Hacienda Macul,11500.0,315.0,186.0,4,5,21,3,False,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1698056991-comoda-casa-en-venta-hacienda-macul-_JM,casa,61.82795698924731,-33.4923566,-70.575989,8.860127673303747
1320,Peñalolen,Precio Cyber! Casa Excelente Ubicacion A Pasos Mall Quilin,7300.0,191.0,151.0,3,4,0,1,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1602245501-precio-cyber-casa-excelente-ubicacion-a-pasos-mall-quilin-_JM,casa,48.34437086092715,-33.4906386,-70.5768654,8.674154200448957
1321,Peñalolen,"Casa Luminosa 4d+3b, Piscina Y Gran Jardín",13950.0,746.0,260.0,3,5,22,7,True,True,True,True,True,False,True,https://portalinmobiliario.com/MLC-3184528222-casa-luminosa-4d3b-piscina-y-gran-jardin-_JM,casa,53.65384615384615,-33.4923719,-70.5385567,11.708703575371707
1323,Peñalolen,Oportunidad Unica. Rebajada Casa En Venta La Reina Alta,10900.0,260.0,140.0,4,4,0,2,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-2983249494-oportunidad-unica-rebajada-casa-en-venta-la-reina-alta-_JM,casa,77.85714285714286,-33.466215,-70.5232868,11.944274724582696
1324,Peñalolen,Casa En Venta De 4 Dorm. En La Reina,12500.0,300.0,180.0,4,4,10,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1720082151-casa-en-venta-de-4-dorm-en-la-reina-_JM,casa,69.44444444444444,-33.46613,-70.5234075,11.931128487793368
1325,Peñalolen,Arboretum / Plazuela Las Cortezas,16400.0,1650.0,195.0,3,3,0,6,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1630354541-arboretum-plazuela-las-cortezas-_JM,casa,84.1025641025641,-33.477911,-70.5202732,12.586519921244845
1327,Peñalolen,Hermosa Propiedad En Condominio Cerrado Y Muy Seguro.-,12300.0,615.0,165.0,3,4,15,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3008234214-hermosa-propiedad-en-condominio-cerrado-y-muy-seguro--_JM,casa,74.54545454545455,-33.4802957,-70.5591061,9.390772974202038
1329,Peñalolen,San Carlos De Peñalolén - Amplia Casa De 2 Pisos I...,7300.0,281.0,101.0,3,6,31,1,True,False,True,True,True,True,True,https://portalinmobiliario.com/MLC-2949426412-san-carlos-de-penalolen-amplia-casa-de-2-pisos-i-_JM,casa,72.27722772277228,-33.4884163,-70.5094354,13.944011138967644
1331,Peñalolen,"Casa En Las Pircas, Condiciones Especiales",9293.0,89.23,184.13,3,3,0,0,False,False,False,True,False,False,False,https://portalinmobiliario.com/MLC-1538902331-casa-en-las-pircas-condiciones-especiales-_JM,casa,50.469776788138816,-33.4990325,-70.5291801,12.832558752666069
1332,Peñalolen,Real Oportunidad Linda Casa Las Pircas (101003),18000.0,980.0,200.0,5,5,13,3,True,True,True,True,True,False,False,https://portalinmobiliario.com/MLC-3205759396-real-oportunidad-linda-casa-las-pircas-101003-_JM,casa,90.0,-33.5011468,-70.540577,12.065640415887234
1334,Peñalolen,Jumbo Tobalaba/colegio Mayor C_423504,11900.0,427.0,185.0,3,4,0,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-2995518148-jumbo-tobalabacolegio-mayor-c423504-_JM,casa,64.32432432432432,-33.4925972,-70.5706751,9.255221379915689
1335,Peñalolen,Venta Casa Con Gran Quincho Y Piscina En Sector Ar...,8700.0,293.0,161.0,3,4,21,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1698111241-venta-casa-con-gran-quincho-y-piscina-en-sector-ar-_JM,casa,54.03726708074535,-33.4884163,-70.5094354,13.944011138967644
1336,Peñalolen,"Oferta! Bella Casa Lado Colegios Pumahue, Dunalastair",9400.0,301.0,140.0,3,4,19,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-3042300942-oferta-bella-casa-lado-colegios-pumahue-dunalastair-_JM,casa,67.14285714285714,-33.5027193,-70.5467585,11.698716985221576
1337,Peñalolen,Casa En Venta De 4 Dorm. En Peñalolén,6500.0,220.0,114.0,2,4,32,3,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1695541523-casa-en-venta-de-4-dorm-en-penalolen-_JM,casa,57.01754385964912,-33.4803653,-70.5475923,10.346587299497983
1340,Peñalolen,"Venta Rápida: Hermosa, Acogedora Y Con Estilo",8950.0,258.0,152.0,3,4,27,2,True,True,True,True,True,True,True,https://portalinmobiliario.com/MLC-1689354479-venta-rapida-hermosa-acogedora-y-con-estilo-_JM,casa,58.88157894736842,-33.4788404,-70.5619375,9.08285263157339
1341,Peñalolen,Venta Townhouse Exclusivo Sector En Las Pircas,9980.0,236.0,236.0,4,4,6,2,True,True,True,True,True,True,False,https://portalinmobiliario.com/MLC-1713287431-venta-townhouse-exclusivo-sector-en-las-pircas-_JM,casa,42.28813559322034,-33.4975169,-70.5362983,12.180209717139247
